Content,sentiment
make sad,negative
playing game watching straight people hook cant leave another reason,neutral
yeah work today never mind one day sun sun sun,neutral
feel like im going cough lung,negative
funny im kinda sad last day,negative
dont think either cant remember,neutral
anyone got jbs live chat vid school saw joe hug tackle nick lol,neutral
jenny fell asleep didnt come,negative
love cannot,negative
wish teased movie night,negative
lost follower night nobody like,negative
ive missed one year forbidden fruit tree garden munch disappointment one,negative
want new phone ive seen much cellphone commercial,negative
im soo sad edge page not gonna come cry,negative
time really need shut im going sleep head ache badly really cant take,negative
love knw gna cut stuff tv,negative
becuz braggin,neutral
im strict diet ugh feel like cheat one day ill throw everything,negative
oh no hub sick hope dont catch,negative
ze franz not friended think think im creepy stalker sommat hmph,neutral
taking back horrible shoe mum made get urggh nasty footwear problem cant find shoe,negative
ran money r sad panda,negative
find today first kiss,neutral
cal dachshund rescue found home foster pup max im soo sad see leave,negative
wow feel like ish really feel bad ignorent aholes wont overturn prop,negative
work finish pm boo,negative
wish hadnt teased movie night,negative
gotta wiat till next week btwyou mumbai,negative
dont know tired today bye time beddy,neutral
intentando intentarlo,neutral
maybe take drinking feel massive hangover still not yself today,negative
really bad head ache gonna go bed might back maybe not bye bye,negative
friend traveller tale held farewell party kinda disappointed would still sep fault,negative
night not talking victor im bored night grr hate shit,negative
going die tomorrow night,positive
ooh maggi goreng yums cant eat sore throat cmin,neutral
gonna get try catch z no high school tomorrow really suck wish didnt grow,negative
morning hon breakfast cant decide,neutral
sleeping lost voice couple day ago,negative
mention bf bubbled wsop employee event hr aa working double next week,neutral
sleepy earlier didnt get see matt,negative
big day day xt launch amazing much free stuff thanx edge telecom found phone wantcnt afford yet tho,positive
oh yeah im poorest person shouldnt joke poor people,negative
realized spelled adorable wrong tweeted must hate,negative
gone,neutral
oh well hope get better,negative
crew please dont dont think could wrong number time,negative
glowing face complexion always pale,negative
downloadfestivals lineup isnt good thought awesome band festival missing dl,negative
havent watched gossip girl agee need one tree hill season god im slow,negative
youre cycling tho thats good healthy eating healthy eating contradiction term,positive
sooim kinda sick n tired b guy dish,negative
hate fleetwood favorite bandim jealous ok still love haha,positive
wish carlton game live stupid channel lol,positive
early tomorrow heading bed keep saying im going take midday nap hasnt happened week yet,negative
ups ketauan cabut sama nih,neutral
say morning everyone work min,neutral
no no bt gamer like year made attempt lol yea luvd f extent,positive
pm friday left thursday surely,neutral
im sorry ya gotta let know ive booked week,negative
hahaha oh man please come pomona would love see everyday instead like year,positive
miss come michigan like nowi cant wait till july,negative
maybe good night sleep everyone,neutral
farr pdhpe assignment due next week english homework,negative
forgot access card carï¿½too lazy fetch,negative
yea tough keep going sometimes im not sure worth,neutral
dissapointment hhaha,positive
hun okay see alot post exercising like madnot eating sleeping,negative
oh no tweetdeck malfunctioning il web fixd,negative
im sorry still sick u know know u guess pelzer present,negative
adam samberg new moon trailor good evening bad cable friday,negative
happened im afraid missed large part story,negative
work,neutral
hell yes im late,neutral
dell fx pcoverip audio device teradici giving hard time linux ubuntu jaunty kernel isnt loading sndhdaintel drv,negative
got as kicked tripoly lol got bad card suck,negative
creeped ice cream social good time lars real girl sad movie,positive
soo hot huff,negative
closeness distance closeness everything seems distant,negative
anndd another one bite dust,negative
ahh let right one dvd broke,negative
hey loved ac see online not yet cant wait buy look amazing,positive
thought dwell certain person,negative
fml work uniform washing line,negative
ohh shit realized still not talking b like dat time,negative
nd written fuck get less idea every day every day,negative
naw doesnt match lol no shenanigan discus thing,negative
not part unfortunately,negative
dude didnt know personal experience sorry something like went,negative
aww well randomly woke cant sleep many thing mind,negative
baby miss,negative
since obviously living alaska radio station get,neutral
murdered two fucking mouse cant sleep,negative
oh no hey whats tatoo say,neutral
dont vcr,neutral
wish could time xbox project tied,negative
pancake always end soggy,negative
big zongzi lunch ate not work morework less eat wh useless become,negative
sososo bummed like really bummed hate rain ruin date,negative
working late night dell notebook dell quality gone hill warrenty service suck poor people buy mac instead,negative
wow hurt way worse thought would,positive
none thought make sense im sober,negative
know right hopefully something come though,neutral
cant sleep tomorrow must wake early,negative
body already developed mind mind refuse cooperate set schedule,negative
supposed back sun via private jet btwo mite hav stay bymyself thnk god another week want bruno,neutral
trash repops getting tomorrow night suppose,negative
nursing bruise motorbike crash wednesday night leaving london workplace ground much harder older get,negative
bored headache,negative
huge headachegoodnight,neutral
feel like crap whenever lay hate heartburn backache,negative
miss lonely empty without,negative
