Content,sentiment
math quiz meow allergies meow allergies,surprise
wants see friends,love
youre far away dont know,worry
la said wipe slate clean jelly,neutral
whos one always working oh yeah still,happiness
unless invite comes beta key im going much help,neutral
live,neutral
im sorry andrew wish something could,sadness
finsh work eleven even allowd cauz really dont want lol,sadness
anybody im sooo bored,neutral
im chasetons either please dont die heart really sad,sadness
interesting show say least recap tomorrow first must sleep work,happiness
feels like hot box matter go still feels like hot box ice cream isnt working n e,worry
sad please get better grandma,worry
uuuugh hate everything,worry
gosh todays weather horriterrible extreme hotness im losing lot water weight nothing,worry
taking moment reflecti want annonymity backfb safe say anything someone else another friend,worry
hey peter thanks follow many sydney pastors tweet shame bris pastors twitter behind,surprise
ï¿½ cant im sister house ï¿½net tonite,neutral
damn hi facebook whats wrong cant add photos,neutral
aku kbangun gara2 mimpi bad dream,surprise
4 followers follow ill love pouts please,neutral
aww annoying,worry
dont even wii b likes xbox thats use,neutral
cant sleep darn frustrating,sadness
didnt get see tonight,neutral
bff rocking hotel california songs done stay whats next hmmm careless whisper,fun
one days loneliness creeps slaps face,sadness
rip kelly fucccccck,sadness
well dont vacations lets go,worry
think im ignoredby best friend jakea hate ignored b know things go,worry
love way didnt end time go week im sooooo sorry next week sure,love
2nd last episode jay leno itll never nite twitter,neutral
feeling good,sadness
ok time nodd gonna long day tomorrow saying goodbye car good,sadness
fakin kishajust luck,neutral
taking nap workno sleep right nap felt soooo good seems like bad idea,worry
going home ive seriously enough,worry
counting minutes dads gfriend leaving,enthusiasm
miss oklahomaaaaa listening citizen cope til pass,sadness
tenseso emotionalso,neutral
fun miss guys lot,enthusiasm
makes sad,worry
playing game watching straight people hook cant leave another reason,neutral
yeah work today never mind one day sun sun sun,neutral
feels like im going cough lung,worry
funny im kinda sad last day,sadness
dont think either cant remember,neutral
anyone got jbs live chat vid school saw joe hug tackle nick lol,neutral
jenny fell asleep didnt come,sadness
love cannot,worry
wishes teased movie night,sadness
lost 4 followers night nobody likes,worry
ive missed one year forbidden fruit trees garden munch disappointment one,sadness
want new phone ive seen much cellphone commercials,worry
im soo sad edges pages gonna come cries,worry
time really need shut im going sleep head aches badly really cant take,worry
love knw gna cut stuff tv,sadness
becuz braggin,neutral
im strict diet ugh feel like cheat one day ill throw everything,sadness
oh hubs sick hope dont catch,worry
ze franz friended think think im creepy stalker sommat hmph,neutral
taking back horrible shoes mum made get urgggh nasty footwear problem cant find shoes,hate
ran money r sad panda,worry
find today first kiss,neutral
cal dachshund rescue found home foster pup max im soooooo sad see leave,sadness
wow feel like ish really feel bad ignorent aholes wont overturn prop 8,sadness
work finish 9pm booooo,sadness
wishes hadnt teased movie night,sadness
gotta wiat till next week btwyou mumbai,worry
dont know tired today bye time beddy,neutral
intentando intentarlo,neutral
maybe take drinking feel massive hangover still yself today,sadness
really bad head ache gonna go bed might back maybe bye bye,worry
friends travellers tales held farewell party kinda disappointed would still sep fault,worry
night 5 talking victor im bored night grrrr hate shit,hate
going die tomorrow night,enthusiasm
ooh maggi goreng yums cant eat sore throat cmin,neutral
gonna get try catch zs high school tomorrow really sucks wish didnt grow,hate
morning hon breakfast cant decide,neutral
sleeping lost voice couple day ago,sadness
mention bf bubbled wsop employees event 12 hrs aa working doubles next 6 weeks,neutral
sleepy earlier didnt get see matt,sadness
big day 2day xt launch amazing much free stuff thanx 2 edge telecom found phone wantcnt afford yet tho,love
oh yeah im poorest person shouldnt joke poor people,worry
realized spelled adorable wrong tweeted must hate,sadness
gone,neutral
oh well hope gets better,worry
crew please dont dont think could wrong number times,worry
glowing face complexion always pale,sadness
downloadfestivals lineup isnt good thought awesome bands festivals missing dl,sadness
havent watched gossip girl ageeees need one tree hill season 3 god im slow,worry
youre cycling tho thats good healthy eating healthy eating contradiction terms,relief
soooim kinda sick n tired bs guys dish,hate
hate fleetwood favorite bandim jealous ok still love haha,love
wish carlton game live stupid channel 7 lol,surprise
early tomorrow heading bed keep saying im going take midday nap hasnt happened week yet,worry
ups ketauan cabut sama nih,neutral
says morning everyone work 10 mins,neutral
bt gamer like 2 years made attempt lol yea luvd f1 extent,love
4pm friday left 6am thursday surely,neutral
im sorry ya gotta let know ive booked week,worry
hahaha oh man please come pomona would love see everyday instead like year,happiness
miss come michigan like nowi cant wait till july,worry
maybe good nights sleep everyone,neutral
farrrrr pdhpe assignment due next week english homework,worry
forgot access card carï¿½too lazy fetch,worry
yea tough keep going sometimes im sure worth,neutral
dissapointment hhaha,fun
hun okay see alot posts exercising like madnot eating sleeping,worry
oh tweetdeck malfunctioning il web fixd,sadness
im sorry still sick u know know u guess pelzer present,sadness
adam samberg new moon trailor good evening bad cable friday,sadness
happened im afraid missed large part story,worry
work 545am,neutral
hell yes im late,neutral
dell fx100 pcoverip audio device teradici giving hard time linux ubuntu jaunty kernel isnt loading sndhdaintel drv,worry
got ass kicked tripoly lol got bad cards suck,sadness
creeped ice cream social good times lars real girl sad movie,fun
sooo hot hufff,worry
closeness distance closeness everything seems distant,worry
annnnnnddd another one bites dust,sadness
ahhhhh let right one dvd broke,worry
hey loved acs see online yet cant wait buy look amazing,enthusiasm
thoughts dwell certain person,worry
fml work uniform washing line,worry
ohh shit realized still talking b like dat times,worry
42nd written fuck get less ideas every day every day,sadness
naw doesnt match lol shenanigans discuss thing,worry
part unfortunately,worry
dude didnt know personal experience sorry something like went,worry
aww well randomly woke cant sleep many things mind,worry
baby miss,worry
since obviously living alaska radio stations get,neutral
murdered two fucking mouses cant sleep,hate
oh noes hey whats tatoo say,neutral
dont vcr,neutral
wish could time xbox project tied,sadness
pancakes always end soggy,worry
4 big zongzi lunch ate work morework less eat wh useless become,worry
sososo bummed like really bummed hate rain ruin date,hate
working late night dell notebook dells quality gone hill warrenty service sucks poor people buy mac instead,hate
wow hurt way worse thought would,surprise
none thoughts make sense im sober,worry
know right hopefully something comes though,neutral
cant sleep tomorrow must wake early,worry
body already developed mind mind refuses cooperate set schedules,worry
supposed back sun via private jet btwo mite hav stay bymyself thnk god another week want bruno,neutral
trash repops getting tomorrow night suppose,sadness
nursing bruises motorbike crash wednesday night leaving london workplace ground much harder older get,worry
bored headache,worry
huge headachegoodnight,neutral
feels like crap whenever lays 1 hate heartburn backaches,sadness
miss lonely empty without,sadness
noice realised exams 2 weeks forgot whole 2 weeks unit 4 term 2 thing,sadness
justwatched like 5 straight episodes escaped id discovery channel guy imprisoned 6 women killed 2 cooked,neutral
missing everyone,sadness
gone bed ages ago damn tedtalks gotta get early,neutral
02 give 3 points,neutral
make pork products theyve fucking stopped importing dubai bad times,hate
another build failed something right big scheme things,worry
wife took last ï¿½20 mcdonalds breakfast today,worry
wish going love sounds,love
sisser moving tomorrow makes sad actually guess technically couple hours since already friday,sadness
keep falling asleep im suppose awake miss babyy,worry
way nottinghami dont want going,worry
